month,domestic,international,bond,gold,mf,cash
1973-10,-0.00419371047304,0.0189947996405,0.0104290977959,-0.0280664271147,-0.0125782357334,0.00842357054309
1973-11,-0.122391718695,-0.163956497379,0.00773460854952,-0.0515587529976,0.0241718255718,0.00736120118696
1973-12,0.0127163585271,-0.0457068887681,-0.000691683071878,0.124315212811,0.0330582454136,0.00739194575708
1974-01,0.0045789923824,0.0450122337883,-0.00330531215621,0.210550974513,0.0281528625527,0.00741499741325
1974-02,0.00147105812358,0.0401245184209,0.00259429793783,0.162086848827,0.0442146574823,0.00720732331614
1974-03,-0.0230235786996,-0.0266660637251,-0.0238284464926,0.121827749284,0.020271740894,0.00649613458538
1974-04,-0.0453968275081,0.0160322437908,-0.0135385724754,0.0226813917587,0.0370538984548,0.00708403455879
1974-05,-0.0390020773745,-0.05332412551,0.0113880199456,-0.0520784951231,0.00908892481128,0.0081648460519
1974-06,-0.0224329405719,-0.0515940381538,-0.00357843465773,-0.0561646352667,0.0440987885438,0.00888593053713
1974-07,-0.0737200927752,-0.0289888625077,-0.00645172163651,-0.0721609344581,0.0440015121094,0.00902192040287
1974-08,-0.0876218774049,-0.104812261795,-0.0056155560402,0.0815498671143,0.0649736657782,0.00967637803321
1974-09,-0.109942327385,-0.0585409132209,0.0240310650419,-0.0186885669943,0.0141477669193,0.00966138532586
1974-10,0.166655874006,-0.00181385707714,0.0170903438757,0.0463261943987,-0.00167849569957,0.00918785691963
1974-11,-0.0398237047812,0.0316379109198,0.0180419432671,0.144098752992,-0.00836858621516,0.00780599054572
1974-12,-0.0274526969027,-0.0108791005937,0.0215726916433,0.0116701530331,0.023047496006,0.00727660035901
1975-01,0.13953523504,0.167799573647,-0.000442647036058,-0.0408640766133,-0.0366521828078,0.00738426058212
1975-02,0.0601439753523,0.120889753612,0.00956909781663,0.018891473308,-0.0559113062206,0.00602932009846
1975-03,0.030657116024,-0.0117591652709,-0.0216666539577,-0.00801781737194,-0.00349060367373,0.00519087376512
1975-04,0.0467097479235,0.0377311319247,-0.0151580655499,-0.0466995958689,0.00040552224943,0.00500963825039
1975-05,0.0563375988545,-0.0027892155543,0.0266421565403,-0.0144253414979,0.00807860268591,0.0050727174712
1975-06,0.0522966248996,-0.0320361386498,0.00771263847109,-0.0188183284545,0.00550063143013,0.00470150179127
1975-07,-0.0610355777004,-0.0382126303945,-0.00782502463201,0.00566244520214,-0.00129850967388,0.00472524153368
1975-08,-0.0235357793914,-0.0060367820421,0.00541265306143,-0.0131379790519,-0.00381730394445,0.00530101530372
1975-09,-0.0373971265025,-0.0502360095943,-0.00891069955536,-0.115521472393,0.0114509522147,0.0055522700792
1975-10,0.0586293027005,0.0698073629227,0.0439595028649,-0.00957203301658,-0.0140172784719,0.00567763896071
1975-11,0.0308679045232,0.0243581821804,-0.00858045966415,-0.0025912178724,0.00518924544426,0.00530887747934
1975-12,-0.0114749808527,0.0161470067794,0.0307753577928,-0.0219070355287,0.00875277873743,0.0050727174712
1976-01,0.12656766996,0.0545298293718,0.00307746022288,-0.0592246949031,0.0209716791406,0.00489124719803
1976-02,0.00687022102377,-0.00266625839665,0.00899673448142,7.63067531475e-05,0.00843128153398,0.00418561945533
1976-03,0.0270384536936,-0.019342163174,0.013823002018,0.0129711582481,0.0211031189821,0.00421745036527
1976-04,-0.0106172817656,-0.00183904128107,0.0074417007318,-0.0363061163001,0.0281526489871,0.00434466313983
1976-05,-0.0100658341583,-0.0243813515879,-0.013531188097,-0.00797248710333,0.0237408464845,0.00416969983735
1976-06,0.0449659954959,0.0116894729167,0.0149647255986,-0.00953356445005,0.00515651757704,0.00451929180637
1976-07,-0.00616555338806,-0.0144306646939,0.00793141882442,-0.063479436799,0.0169252045202,0.00474106460143
1976-08,-0.00133834708463,-0.00354201199927,0.0209033491537,-0.0662532914295,0.0156945740554,0.0044875659697
1976-09,0.0250630706729,-0.0164174453278,0.0126592600837,0.0383880651324,0.0315041227645,0.00438438080939
1976-10,-0.0203339337056,-0.0600038437601,0.0158637632377,0.0175208059571,0.0357867048854,0.00433671753224
1976-11,0.0077442092435,-0.00271802570006,0.0452547867145,0.123202755058,-0.0203394653929,0.00416969983735
1976-12,0.0607629473311,0.112201122008,0.0121813209307,0.0265981910164,-0.0178481217643,0.00408209227808
1977-01,-0.0366111117404,-0.00947553495925,-0.0346296342773,-0.0124692003285,0.0215323716387,0.00381077242235
1977-02,-0.0159893355723,0.020016766024,0.00208072493284,0.0300922425525,0.0286760068628,0.00393855283367
1977-03,-0.00994861986919,0.00185960642041,0.00876870915418,0.0880064591897,0.0393675397187,0.00393855283367
1977-04,0.00528448389995,0.0226058476173,0.00401095444523,0.00634149632328,0.00700733610748,0.00394653317217
1977-05,-0.0108076426476,-0.00586308216143,0.0114404749392,-0.0171616276731,-0.0109496912256,0.00391460763053
1977-06,0.0512949333239,0.0232442044598,0.0172331385392,-0.0397653638906,0.0137092690803,0.00436055228096
1977-07,-0.0129784402402,-0.0141789021291,-0.00966041200264,0.0185395652792,0.0144775607928,0.00440820312092
1977-08,-0.0133491571544,0.0356294674281,0.0165906405137,0.010809679894,0.0188329999264,0.00443995653809
1977-09,0.00152164282271,0.0288332254314,-0.00236923755342,0.0316682765282,0.0221074195228,0.00478851736509
1977-10,-0.0390215703068,0.0148502112725,-0.00870459964507,0.0629973918277,0.0809706156669,0.00501752553503
1977-11,0.04497227406,-0.00319372345851,0.0113571394276,0.0198175526895,-0.00266047364139,0.00539531680184
1977-12,0.00737652621292,0.0380071164575,-0.00681334369418,-0.0101789019124,0.0397150437961,0.00540317086984
1978-01,-0.055586994794,0.00625518892693,-0.0032531045399,0.0793393580555,0.0325678884865,0.00542672902525
1978-02,-0.0095497032373,0.00958443719989,-0.000531765956285,0.0286407206375,0.0377031172943,0.00560714012103
1978-03,0.0336815203597,0.0689384148628,0.000849426854543,0.0307061861457,-0.0055204327205,0.00557578984429
1978-04,0.0842748959062,-0.0068403425361,0.000544909499228,-0.0453678993519,-0.0164837981494,0.00554442881257
1978-05,0.0222960933107,0.0230851484221,-0.00356987710536,0.00587631218622,0.00978867583366,0.00567763896071
1978-06,-0.0117690172263,0.0398751058083,-0.00310158990445,0.0421984005445,0.0575320521837,0.00596689777561
1978-07,0.0567862771113,0.0851717607673,0.0101459330318,0.0271020408163,0.0716860401823,0.006301917961
1978-08,0.0433832798352,0.0199293282016,0.0136061558059,0.0930959571875,0.0410587922651,0.00652717102276
1978-09,-0.00842196854878,0.0288542428129,-0.00185543570573,0.0280174503151,0.0429976601879,0.00648061241802
1978-10,-0.112289943576,0.0481105847239,-0.0174119904305,0.0724254998114,0.066306899665,0.00692968976937
1978-11,0.0338806780489,-0.0840337793651,0.0129757774261,-0.0933872669715,-0.0833362690353,0.00754551398597
1978-12,0.016531168898,0.0477500533817,-0.0107699881326,0.00800193986421,0.0649183267405,0.00852230195806
1979-01,0.0497110550261,0.00721089137913,0.0224024716966,0.0934808756315,0.0404598380084,0.00852230195806
1979-02,-0.0287331846002,-0.00239017281374,-0.00793737459705,0.0809134107709,0.0759820873382,0.00836275985659
1979-03,0.0649961649672,0.0275739372572,0.0118128964331,-0.0147352139048,-0.00130696209812,0.00811911288169
1979-04,0.00764208848409,-0.00204080581031,-0.00501913294412,-0.0121462507746,-0.0119555010474,0.00807335687862
1979-05,-0.0138133995153,-0.0144227987013,0.0253705856267,0.0772866044917,0.0502336464029,0.00801994598503
1979-06,0.046146810091,0.0204785733501,0.0229117483691,0.0833883302923,0.0262454093997,0.00809623773575
1979-07,0.0155379386991,0.00496770466705,-0.00652466567835,0.056150786541,0.0225462619268,0.0079359516336
1979-08,0.0629530111276,0.0318112908397,-0.00654976894821,0.0206283504105,0.0230101777607,0.00805809979951
1979-09,-0.000185756105931,0.047565992348,-0.00328875163208,0.179941493252,0.0654022879892,0.00851471100752
1979-10,-0.0722782199002,-0.0833201006239,-0.0654179453514,0.103423017326,0.0330948530226,0.00940613386849
1979-11,0.0625009080272,0.0213622471574,0.0317132481441,0.000842567533064,0.0808916286198,0.0107272411493
1979-12,0.0276491634758,0.0381320113681,0.0119387531649,0.160947983367,0.021293706735,0.0109049202586
1980-01,0.0631220679681,0.0612307375619,-0.0319805695005,0.483936890217,0.143543938873,0.0105566423224
1980-02,-0.00346039831019,0.011618586739,-0.0796229386002,-0.0147932060831,0.0899768022486,0.0105269405971
1980-03,-0.117142356645,-0.124851775213,0.0207728880781,-0.1679492575,-0.0224960472323,0.0112002908791
1980-04,0.0524707572831,0.0885342291903,0.116119438767,-0.0653383431482,-0.0264091720627,0.0135800250629
1980-05,0.0605835089167,0.0513867735677,0.0409712546693,-0.00697705881216,-0.0215727840187,0.0125469080155
1980-06,0.0365685912988,0.0634844725934,0.0233984439146,0.169170883612,0.0140853137531,0.0078136404206
1980-07,0.0699338032046,-0.000689783776276,-0.0261939608258,0.0708316686643,0.00393570174801,0.00681376015531
1980-08,0.0243756328728,0.0328446932415,-0.0444675716355,-0.0250594618123,0.0277577051928,0.00693741319239
1980-09,0.0294720839843,0.0355533223929,-0.00472363127399,0.0741130511042,0.0214565426114,0.00790538913378
1980-10,0.0198978983267,0.0336919972682,-0.0226573758534,-0.0185264908036,0.0228842434727,0.00895395067255
1980-11,0.105842698269,-0.0153949600172,-0.00542752625096,-0.0550253346442,0.0152500329896,0.0101921327307
1980-12,-0.0314296507039,-0.00746504834129,0.0273133905922,-0.13846695584,0.0096213335339,0.0122120971147
1981-01,-0.0401243987715,-0.0200635607418,-0.00226541345401,0.035540445138,0.020328617098,0.0143526743129
1981-02,0.0164909265445,-0.0141635769169,-0.0295503175478,-0.103392597643,0.0134094626497,0.0133066190337
1981-03,0.0483448639795,0.0388702693611,0.0253372253294,-0.00130062429966,0.00495060014248,0.0125469080155
1981-04,-0.0110276649342,0.0207030441231,-0.0352786806248,-0.00663180461221,0.0308324570015,0.011296082335
1981-05,0.0125778251571,-0.0347494648232,0.0405257587685,-0.0324727712787,0.0351419569959,0.0117735483682
1981-06,-0.0109935478188,-0.000299469636275,-0.0096869965457,-0.0387950802585,0.0126392850217,0.0140815540813
1981-07,-0.00327073292489,-0.0411555508773,-0.0238573471731,-0.112819623067,0.0490772948119,0.0130974197693
1981-08,-0.0580152755673,0.0227609332462,-0.024335674071,0.00266458063412,0.0099842853324,0.0137164244483
1981-09,-0.0594149951892,-0.102980770228,-0.00527357127684,0.0818948702945,0.0424908021766,0.0138597849815
1981-10,0.0610208897436,0.0110199228258,0.0728624867781,-0.0134985915493,0.00408769694311,0.0130540777752
1981-11,0.0444393774865,0.109765342432,0.0958134098773,-0.0557154605263,-0.0510776447174,0.0120003928952
1981-12,-0.0274736131615,-0.0145581749943,-0.0354925360279,-0.0079347799792,0.00383016679185,0.0098486183921
1982-01,-0.0248201274262,-0.0170406244069,0.00108253027182,-0.0632787924602,0.0252745108113,0.00985609977747
1982-02,-0.0495287389588,-0.0688239263513,0.0169078215875,-0.026058207945,0.0234281250278,0.0106160169807
1982-03,-0.00814096683419,-0.0500024158752,0.00169454613421,-0.117285435544,0.0303289929725,0.0117149169199
1982-04,0.043147579081,0.0564070879577,0.0309808765563,0.0607115821347,-0.0112898481899,0.0111339151961
1982-05,-0.0287584771784,-0.0148239841238,0.014671402625,-0.0473594062232,0.0315959649985,0.011303446776
1982-06,-0.0216338690436,-0.0801586700846,-0.0241534918114,-0.056126576968,0.0680126694178,0.0108309290429
1982-07,-0.0209554968985,-0.00548088847439,0.0522688412266,0.0761635659407,0.0144184578482,0.0113181738885
1982-08,0.119799602216,0.014916399958,0.0545867520555,0.074519869015,0.02331055604,0.0105640662536
1982-09,0.0178648275782,-0.00506671618774,0.0694641388484,0.200642451198,0.014086229133,0.00843876691397
1982-10,0.118563861781,0.0144060382187,0.0649825316128,-0.0346664837301,0.040487269304,0.0084767468244
1982-11,0.0530352892719,0.0746238900358,0.00690404736414,-0.0171976785503,-0.0193868188684,0.00759920209395
1982-12,0.0128367849172,0.0830537628839,0.0305477645937,0.071368314493,-0.0127444530146,0.00716881340997
1983-01,0.042683334921,-0.00150247105099,-0.0129623380237,0.0827671541057,0.0096010835752,0.00694513596381
1983-02,0.032082372845,0.0216644774315,0.0421363036803,0.0203619439423,0.0164646408613,0.00671316891255
1983-03,0.0348396341354,0.0368965307269,-0.0137246972974,-0.145370502352,0.00316787314536,0.00685241967656
1983-04,0.0739338613124,0.0627490269419,0.0283040567865,0.0314033833691,0.0247308031533,0.00696830036971
1983-05,0.0123838975965,-0.00128608678591,-0.0226242708791,0.0118508593606,0.00844737922136,0.00692196569465
1983-06,0.0371316677094,0.0224622096035,0.00134603959368,-0.0574644414511,-0.00165047533596,0.00681376015531
1983-07,-0.0336039311385,0.00272381083273,-0.0331135375169,-0.0240529018506,0.0142388794508,0.00736120118696
1983-08,0.00243507344125,-0.0133815709224,-5.23819132388e-05,0.0329850338785,0.0070237302272,0.00759153429058
1983-09,0.0167797574254,0.0307806006933,0.0385690246928,-0.0105718404613,0.0111982463321,0.00779834003205
1983-10,-0.0269308091943,-0.0116090820669,-0.00413724284971,-0.0441962117533,-0.00202668534919,0.00750714606158
1983-11,0.0288063902727,0.032340029149,0.0139204116356,-0.0302337398374,0.0325070671022,0.00734582503047
1983-12,-0.0110844279278,0.0368200560314,-0.000285238855232,0.0173958606235,0.00839431847115,0.00748411758985
1984-01,-0.0125251534615,0.0327418079701,0.0193568594298,-0.0449348509038,0.0513814510335,0.00773711291271
1984-02,-0.0409434843111,0.0133045734041,-0.0106738188907,0.0406319933134,-0.0110321984181,0.00753016874481
1984-03,0.0136175230842,0.0790212692161,-0.0137885124504,0.0215048191522,0.0169536949762,0.00762220165359
1984-04,0.00312026403748,-0.0174098621602,-0.00477304162633,-0.0326941612134,0.0152922716176,0.00803520941709
1984-05,-0.0520401277969,-0.0943408784657,-0.0414552461654,-0.0104098382149,-0.00723291822647,0.00828668972613
1984-06,0.0255793885794,-0.00462416921627,0.0139973068808,0.000794912559618,0.00626654200025,0.0088178599184
1984-07,-0.0190666826287,-0.0653820814832,0.0573833110773,-0.0794016415144,0.014960025609,0.00899171785169
1984-08,0.110962765007,0.0919669876297,0.0158830730475,-2.8759598516e-05,-0.0439479162727,0.00915770896021
1984-09,0.000532816977517,-0.0102150537856,0.0252026740051,-0.0215703192407,0.0177812784807,0.00908983980614
1984-10,0.0014205477258,0.0182220099521,0.051120687274,0.00235155790711,0.00120712532458,0.00895395067255
1984-11,-0.0101853544042,-0.0141075488675,0.018748435589,0.00293255131965,-0.000467134387206,0.00826385637138
1984-12,0.0247645096027,0.014995520599,0.0109391135037,-0.0656725146199,0.0316683442899,0.00734582503047
1985-01,0.0862529797446,0.0281274360678,0.0323780131827,-0.0524191024598,0.0164722181038,0.00689878955913
1985-02,0.0178576759308,-0.00954942538865,-0.0311327708796,-0.0121866640246,0.0489502079126,0.00654268529464
1985-03,-0.002209102406,0.0747426886216,0.0240163467417,0.0481444332999,-0.0192987736561,0.00696830036971
1985-04,-0.0024394938942,-0.00278675856006,0.0234223565775,0.0424242424242,0.00728374497857,0.00722272274472
1985-05,0.0575251549046,0.0398888530478,0.0734479998732,-0.0330477356181,0.0367128692275,0.00681376015531
1985-06,0.0184217045198,0.0220597573189,0.0107470880323,0.00158227848101,0.0325409299789,0.00637188345059
1985-07,-0.00124770878579,0.0481328029536,-0.00860906345515,0.00221169036335,0.0263808036652,0.00599811426284
1985-08,-0.00463102665632,0.0273395757425,0.0237541609554,0.0416141235813,0.00176784853728,0.00615403707662
1985-09,-0.0391935841851,0.04836885782,0.00772127528915,-0.0213377723971,0.0133651915338,0.00628636280513
1985-10,0.0466439538571,0.0581094475698,0.0271719998343,0.00773156022885,0.0560789074759,0.00637965409201
1985-11,0.0709241151133,0.0436970964945,0.029684210344,-0.0133497007826,0.0241630454818,0.00634079428314
1985-12,0.0453025379743,0.0427607574866,0.0424803219779,0.00124416796267,0.0274113908738,0.00628636280513
1986-01,0.0122597909462,0.023229307302,0.00571110592049,0.0794656725691,0.00872912740416,0.00627858423523
1986-02,0.0767005102217,0.103537833762,0.0600870350312,-0.024720847243,0.0778968751823,0.00629414071368
1986-03,0.0548029175262,0.135229298033,0.0554483752503,0.0200950160819,0.0713825036187,0.00619297628329
1986-04,-0.00782459957901,0.0615977536143,0.00504672804744,-0.0152155047729,0.0955541593936,0.00584192515833
1986-05,0.0511964528843,-0.0420589879504,-0.0366672343658,0.00575725531665,-0.0594591933773,0.00534031941998
1986-06,0.0155542746047,0.0626771312761,0.0510063832532,0.000876168224299,0.0149923704671,0.00537960664082
1986-07,-0.0592884042608,0.0560181442828,0.00892204008953,0.0164575430406,0.0125170022567,0.00544243108958
1986-08,0.0653023882924,0.0969165250253,0.0333510712568,0.0812998794281,0.0301524106749,0.005159380356
1986-09,-0.0813616074668,-0.00887906716922,-0.0262000899401,0.109037328094,-0.0187325838423,0.00480432947642
1986-10,0.0512154959371,-0.0632758275668,0.0170928832691,0.0138366887703,-0.0160800005801,0.00463816562854
1986-11,0.0157830330067,0.0558244863323,0.0145116745159,-0.0612736417086,-0.0115071736799,0.0046223247227
1986-12,-0.0280324716486,0.0509177559313,0.00105532136069,-0.016701881477,0.015794667882,0.00467775587693
1987-01,0.128831546018,0.107964570284,0.0108399034204,0.0443569016679,0.0399969161828,0.00489914470983
1987-02,0.0485643902167,0.0311874349799,0.00507030221708,-0.0174888551413,0.0128876983147,0.00476479406475
1987-03,0.0207125264858,0.0843639600724,-0.0120665308608,0.0194206222577,0.0655567417746,0.00494651544881
1987-04,-0.0165281304413,0.0995097898599,-0.0372036885376,0.0719962828006,-0.00306257540522,0.00500175028481
1987-05,0.00500389705152,-0.000783551812207,-0.00962226787854,0.049914451922,0.0127489042031,0.00527742471785
1987-06,0.0437185506041,-0.0288109674719,0.0138917024214,-0.0231188753449,0.00919189696601,0.0056463128545
1987-07,0.0429284041881,0.00401225795346,-0.0075878460116,0.00206855134678,0.00881856804336,0.00560714012103
1987-08,0.0396968649455,0.071107050411,-0.0124721017075,0.0235949569386,0.028263988404,0.00541887698143
1987-09,-0.0217499078419,-0.0150668504038,-0.0286169513703,-0.00166973869674,0.00209259707312,0.00545813045695
1987-10,-0.226589361759,-0.145262222692,0.0539343010486,0.0107954298623,-0.0580097732313,0.00594347841549
1987-11,-0.0742346987929,0.00752709475516,0.000209821266687,0.00477060277211,-0.00339731738175,0.00644956018126
1987-12,0.0720392693247,0.0303949333938,0.0170227680966,0.0399298500759,0.062186447892,0.00584192515833
1988-01,0.0452604420713,0.0154576458176,0.0425028056238,-0.0198667324778,-0.0054724347642,0.00616961474853
1988-02,0.052565248629,0.0661935805307,0.0130609455583,-0.0724117671745,-0.0103650606476,0.00559146632655
1988-03,-0.018084832888,0.0609863130464,-0.0174132595027,0.0034836111928,0.0594002568964,0.00534031941998
1988-04,0.0104012643875,0.0140978440637,-0.00877828197628,0.0178986046302,0.0162344543266,0.00536389377897
1988-05,0.00228575200375,-0.0321689732079,-0.0125959209739,-0.0010630052043,0.010580265516,0.00559146632655
1988-06,0.0524619172555,-0.0226300276023,0.0285699714927,0.000576407209524,0.0562146802888,0.00584192515833
1988-07,-0.00745560654642,0.0292485885235,-0.00932731203452,-0.0303547293555,0.0140864374957,0.00605271748963
1988-08,-0.0271674220204,-0.0645469237246,0.000546816370198,-0.0145099741791,-0.0116937323773,0.00638742407347
1988-09,0.039236314171,0.0423412696825,0.0287658222514,-0.0413188647746,0.00894706064009,0.00670542654334
1988-10,0.017714718051,0.0835305092597,0.0215419112026,-0.0161563391864,-0.0082805415896,0.00661246698576
1988-11,-0.0169059091906,0.0572953789289,-0.0187755272723,0.0329170559025,0.0125908585155,0.00671316891255
1988-12,0.0212296896689,0.00607452904233,0.000373833554424,-0.0026655877383,-0.00468396392396,0.00703775843886
1989-01,0.0664085380872,0.0198892542088,0.015442941582,-0.0358907051664,4.97110603135e-05,0.00739963028718
1989-02,-0.0163030777657,0.00392557829134,-0.0123894234118,-0.0408405732531,-0.0132687573523,0.00736120118696
1989-03,0.0221438687072,-0.0183572497716,0.00813075347766,0.00681272741349,0.0200671301103,0.00759920209395
1989-04,0.0498949297784,0.00972954134854,0.0256474601591,-0.0147379213123,0.0183081120914,0.00804284017988
1989-05,0.0412778349663,-0.0523051476526,0.0315909676682,-0.0347294484912,0.0112726127793,0.00792831196428
1989-06,-0.00649161392706,-0.0149294568301,0.0383058367719,-0.00929793828325,-0.0103782782607,0.00766052142492
1989-07,0.0788837703728,0.123237581839,0.0278985148164,0.020239390642,-0.0121728708875,0.00736120118696
1989-08,0.0220334067804,-0.0424609953208,-0.024351395241,-0.0263971843003,0.0093981564299,0.007022327866
1989-09,-0.000903866044893,0.0430769517817,0.0018131858081,-0.00928411020431,0.0172560458258,0.00692968976937
1989-10,-0.0297165952236,-0.0383352732377,0.033218591985,0.0141810642709,0.00992684641838,0.00703775843886
1989-11,0.0169496614557,0.0489605167681,0.0116283263685,0.0746293065853,0.0107620037517,0.00689878955913
1989-12,0.0176687163865,0.0365296428632,-0.000903518888571,0.0383756911683,0.0190882300961,0.00673639209102
1990-01,-0.0726628469365,-0.0385950438832,-0.0198812665282,0.00175871418452,0.0241533545979,0.00668219550496
1990-02,0.0169448332094,-0.0677916835018,-0.000644479088112,0.0163370802955,0.0166033324307,0.00655819693656
1990-03,0.0244888363773,-0.0995750335779,-0.00152776381297,-0.0569803987428,0.0316755725885,0.00660471609185
1990-04,-0.0268415867462,-0.0113026847059,-0.0146598740784,-0.0478807306773,0.042970784274,0.00670542654334
1990-05,0.091540753602,0.11190650064,0.0327042977527,-0.0138681060282,-0.0403779634737,0.00675960937821
1990-06,-0.00459941692407,-0.00889832748472,0.0172233075798,-0.045305514158,0.00504321951637,0.00670542654334
1990-07,-0.0123309076922,0.014475109912,0.0145548458824,0.0289501319785,0.0397355571972,0.00661246698576
1990-08,-0.0949197971733,-0.0947012719847,-0.020638727214,0.0888202355667,-0.00452523864118,0.00651165411999
1990-09,-0.0554160343876,-0.135059617657,0.00910390543681,-0.0137055708966,0.00916908321336,0.00641073005938
1990-10,-0.0120803699249,0.146269349275,0.0199455361811,-0.0220384259735,-0.0113932914413,0.00648061241802
1990-11,0.0692169149778,-0.0555842296819,0.0281590697108,0.00260019961128,-0.0296751486638,0.00648061241802
1990-12,0.0306056945442,0.0172118186143,0.0171839982685,-0.0125219395908,0.00505514260076,0.0064573242285
1991-01,0.0520590038045,0.0305295857879,0.0120659686164,0.0177477118981,0.0137651718315,0.00629414071368
1991-02,0.0766949401243,0.105240433243,0.0063001255588,-0.0516369513085,-0.0222220769985,0.00578719588441
1991-03,0.0308619580957,-0.0578109744711,0.00343656706193,-0.00134678283814,-0.0148604936445,0.00527742471785
1991-04,0.0026627908512,0.00994006941487,0.010501741755,-0.0136511256674,0.0118007448979,0.00522235632413
