country,year,international_equity_real,international_equity_real_constant_real_fx,world_equity_real_resident,resident_xrusd,markets,world_markets,weight_source
Australia,1871,0.3790877510969104,0.3349758893104634,0.37211709807254034,0.3691464495849117,4,5,PIB proxy
Australia,1872,0.2193162426413724,0.11964240323796219,0.2197048027517301,0.36923880927016545,6,7,PIB proxy
Australia,1873,-0.047822460141996426,-0.05862191748920012,-0.044205619197668744,0.3624047757834013,7,8,PIB proxy
Australia,1874,-0.0018280493234739126,0.05328412428858691,0.000859994176249268,0.37222345512135085,8,9,PIB proxy
Australia,1875,0.002067063543164105,0.09694713921006322,0.00376148172949331,0.3609256158331147,8,9,PIB proxy
Australia,1876,-0.007627523284086335,-0.012983705582377002,-0.0053532157413545,0.3720217079912038,8,9,PIB proxy
Australia,1877,0.014520832251073923,0.040804061121711595,0.016527456242749983,0.39991067984815576,6,7,capitalisation
Australia,1878,0.11659882791233667,0.1340883129291227,0.11270704672576315,0.41257288115076557,8,9,PIB proxy
Australia,1879,0.3538623000675636,0.3291242871511672,0.3494080719307302,0.4150882566293221,8,9,PIB proxy
Australia,1880,0.2428049720192884,0.1911807662954194,0.2428049720192884,0.41252253898543567,7,7,capitalisation
Australia,1881,0.1777911102798102,0.15841061139927726,0.17582740027862576,0.415874878239073,8,9,PIB proxy
Australia,1882,-0.05149512030647774,-0.0295728692474005,-0.0486242802831125,0.4124365263221646,9,10,PIB proxy
Australia,1883,-0.08840678586392259,0.023227900212575085,-0.08321007243808398,0.4131763213548113,9,10,PIB proxy
Australia,1884,0.03783121379554433,0.05556121975626679,0.037691669929315275,0.4137967507243865,7,8,capitalisation
Australia,1885,0.11484238513790879,0.13681739478726548,0.114799635954838,0.41309466050859567,9,10,PIB proxy
Australia,1886,0.09167727887557708,0.11128120935491148,0.0901438083752506,0.4121250083411612,9,10,PIB proxy
Australia,1887,0.03335900607958853,-0.0045420989295893366,0.0398125201658186,0.41447168205588253,10,11,PIB proxy
Australia,1888,0.11198737918920898,0.06365577596596197,0.11697989268215236,0.4129029645341571,10,11,PIB proxy
Australia,1889,0.11150164603961565,0.10734900644005235,0.10854069365657382,0.4117739386444417,10,11,PIB proxy
Australia,1890,-0.0416717948380938,-0.05157592306588924,-0.040262738585684854,0.4127704266670076,10,11,PIB proxy
Australia,1891,0.084850074846063,0.06458072928354411,0.0806710514757798,0.41335053898449514,10,11,PIB proxy
Australia,1892,0.07332035789617808,0.08901204589672305,0.07347215530884021,0.4123145091878488,10,11,PIB proxy
Australia,1893,-0.015050209409300241,-0.006226767968513972,-0.015129065714407197,0.4131714963323109,10,11,PIB proxy
Australia,1894,0.13827047266133552,0.0867299060865199,0.13912060120212133,0.4124115766942889,10,11,PIB proxy
Australia,1895,0.16251245153573501,0.09694235042150554,0.16507494949102752,0.41104284708261263,10,11,PIB proxy
Australia,1896,0.09364086730268495,0.07509019261898793,0.09224330716267093,0.4130498688942322,10,11,PIB proxy
Australia,1897,0.08568100146216606,0.08366936010604366,0.08566782517928173,0.4129649029197701,11,12,PIB proxy
Australia,1898,0.14794429722324276,0.11750761423853394,0.14844276247652077,0.4162815219700577,11,12,PIB proxy
Australia,1899,0.017537441231919804,0.06854114876653385,0.018080005304007996,0.4155174733995985,9,10,capitalisation
Australia,1900,0.07461750721686333,0.07356802818659379,0.07492210649564579,0.4155043641520236,10,11,capitalisation
Australia,1901,0.05582304730359389,0.07032711004231033,0.05398816568994702,0.4150841148947982,14,15,PIB proxy
Australia,1902,-0.013306011374229043,0.044923511480264924,-0.012566648201971953,0.4152713811266021,12,13,capitalisation
Australia,1903,-0.07133508819202783,-0.07175382445281504,-0.06945311621546824,0.4155164907043526,12,13,capitalisation
Australia,1904,0.2651521577988538,0.2051043122478043,0.2639463346248714,0.4146392388698032,12,13,capitalisation
Australia,1905,0.15240973908058808,0.15085650585291777,0.15236032477059713,0.41488145716796226,12,13,capitalisation
Australia,1906,0.09736720228580875,0.08339032466198583,0.0971364027993411,0.4149464723511342,14,15,PIB proxy
Australia,1907,-0.16637684474004932,-0.1849047058081023,-0.1639773329723473,0.41196953439646916,12,13,capitalisation
Australia,1908,0.19377331980729595,0.23266561519439083,0.19323771285112623,0.41480299208149884,12,13,capitalisation
Australia,1909,0.14104174530459312,0.17090100707087413,0.14084275903284937,0.41355515351010147,12,13,capitalisation
Australia,1910,-0.029881890273190104,-0.04774295630765864,-0.02919261909320814,0.41395996734233387,12,13,capitalisation
Australia,1911,-0.013965702453803464,0.046929956518999644,-0.013570923134913704,0.4146558862439013,12,13,capitalisation
Australia,1912,-0.011639772651034663,0.048620158222549975,-0.011530015103890956,0.41416473580788926,12,13,capitalisation
Australia,1913,-0.02896643146727451,-0.048431081477992445,-0.027790815873606767,0.41384943971647487,13,14,capitalisation
Australia,1914,-0.11172362103034827,-0.06618032650200291,-0.1102070144124554,0.40966984169970594,14,15,capitalisation
Australia,1915,0.0911496338862865,0.11907362107819168,0.08901805915047567,0.4272693557290839,12,13,capitalisation
Australia,1916,0.09643750583086486,0.013824038883270669,0.09498614559459417,0.42591712884425026,12,13,capitalisation
Australia,1917,-0.1729077328380364,-0.2802448399236268,-0.17067595248095058,0.42450906625965557,12,13,capitalisation
Australia,1918,0.0620886253074191,-0.07377892655286973,0.0612770047650153,0.424438120878588,11,12,capitalisation
Australia,1919,0.021785991407285987,0.07379181895870339,0.022321362764275987,0.4573750556384178,11,12,capitalisation
Australia,1920,-0.08245602402694796,-0.2666484364596491,-0.08024475551003052,0.5594117322889597,11,12,capitalisation
Australia,1921,0.1592349413923433,0.26314829629831477,0.1615994791233506,0.5297549951485833,12,13,capitalisation
Australia,1922,0.07584618563848622,0.40066856890868224,0.07763348225506861,0.45266236183674174,13,14,capitalisation
Australia,1923,1.2566660960140066,0.2818893761646467,1.2453477538376654,0.435687530180402,13,14,capitalisation
Australia,1924,0.15944084287189852,0.15715105693748269,0.15903105715303556,0.44232046227806776,12,13,capitalisation
Australia,1925,0.11123586060476653,0.16696896494167868,0.11187424401044832,0.41447141948415456,13,14,capitalisation
Australia,1926,0.1735827115909605,0.1885256242329177,0.1731936918581407,0.41257451845657517,12,13,capitalisation
Australia,1927,0.29908689941390865,0.3000094105019845,0.29673042233610314,0.41433834413409815,12,13,capitalisation
Australia,1928,0.3350685472818995,0.35921827631660835,0.33370849701165417,0.4151414263418,12,13,capitalisation
Australia,1929,-0.007553931410165915,-0.062571892354272,-0.007896023328142987,0.4365832221661474,13,14,capitalisation
Australia,1930,0.018797249309430164,-0.21179386231305375,0.017165710994579086,0.5307128194828947,13,14,capitalisation
Australia,1931,-0.32763451403298416,-0.3175159916672084,-0.32446681476304584,0.5523449889357013,13,14,capitalisation
Australia,1932,0.24138059262306832,0.027856881390488506,0.24203183013180274,0.7169864074720653,13,14,capitalisation
Australia,1933,0.23522760864006842,0.4371229426359739,0.23551761656655046,0.5933163830278935,13,14,capitalisation
Australia,1934,-0.11731253652880935,-0.032998344122186385,-0.1122047828238888,0.5002905825283235,13,14,capitalisation
Australia,1935,0.35624017721188683,0.33788214653494575,0.3514644192237295,0.5122578566716348,13,14,capitalisation
Australia,1936,0.2479120843182152,0.2970486124535949,0.24667739840712777,0.504946822636257,13,14,capitalisation
Australia,1937,-0.27698384474493043,-0.2673566465818714,-0.27320352113707436,0.5077324401141773,13,14,capitalisation
Australia,1938,0.0967336336468192,0.1312641156932046,0.09444715821393745,0.5134151834605164,13,14,capitalisation
Australia,1939,0.10132241162683386,0.03402387043222608,0.10008816749353144,0.5659629860207143,14,15,capitalisation
Australia,1940,0.08492531219122523,-0.05182857904170333,0.08298129561496093,0.655393891728929,12,13,capitalisation
Australia,1941,-0.10618532226137845,-0.1045197943998046,-0.10613661204109492,0.6225099601593626,11,12,capitalisation
Australia,1942,0.025805002938414034,0.012860663388950536,0.02730218756282987,0.6220839813374806,11,12,capitalisation
