country,year,domestic_equity_real,international_equity_real,international_equity_real_constant_real_fx,world_equity_real_resident_reconstructed,xrusd,world_equity_real,world_equity_source,bond_real,bill_real,world_bond_real,world_bond_real_fixed_notional,world_bill_real,world_bond_real_unhedged,world_bill_real_unhedged,world_bond_issuers,inflation,trend_real,trend_real_fixed_notional,trend_cash_us_real,trend_real_unhedged,gold_real
Australia,1927,0.10356371463310432,0.25186054512528666,0.2611253037430413,0.25043999071731915,0.41433834413409815,0.2479391107358846,"reconstructed, resident currency",0.03887701410364697,0.023143750333802116,0.05088063636245721,0.05289901497616123,0.023143750333802116,0.09855236021693647,0.07157618477099989,15,0.018518444444444393,0.2377913480130187,0.23904343657318394,0.06069651650102048,0.24383203512591622,-0.015361188083041988
Australia,1928,0.16639631263078547,0.3038316710329012,0.32551050217976163,0.30291762279902446,0.4151414263418,0.30031178755342647,"reconstructed, resident currency",0.03544721987935029,0.0327025006928654,0.06441905521704161,0.06368833425349107,0.0327025006928654,0.06161504922187233,0.030532570083135643,15,0.009090982479344145,0.2926919742607419,0.2905181578183833,0.05045226040342521,0.2830796815723866,-0.01834291958664447
Australia,1929,-0.05300000309944153,-0.021987812387944894,-0.0739083630596546,-0.022185545399873274,0.4365832221661474,-0.024141174309073477,"reconstructed, resident currency",-0.01681390590965748,0.04343852028250694,0.05601792545367057,0.05975436356016006,0.04343852028250694,0.10575139556505153,0.09221939244761952,15,0.0,0.19072831999091377,0.19925912073609942,0.03785806464463959,0.2455316004890511,0.04569120242725977
Australia,1930,-0.23388235709246474,0.05394194336056968,-0.18400268872440567,0.05235285257096289,0.5307128194828947,0.05024814686582091,"reconstructed, resident currency",0.0399930928559864,0.13550662501331634,0.17979760918821608,0.20012751151131813,0.13550662501331634,0.4071020892598214,0.35183082809486504,15,-0.08108108108108103,0.21107892259107208,0.25296651082093713,0.10740235214556271,0.525892432598642,0.36917799614589897
Australia,1931,0.22504091744654553,-0.30623422202054174,-0.2936954983501119,-0.3036661160448131,0.5523449889357013,-0.30505878381272344,"reconstructed, resident currency",0.08032224730167936,0.08538051690210313,0.02609396062008984,0.026857510860592626,0.08538051690210313,-0.0017233288469219454,0.05576899393036867,15,-0.039215764705882394,0.28409417288652583,0.2953773049476338,0.15094084355712933,0.34251746508523273,0.08638567421990562
Australia,1932,0.3011061618079296,0.2764636036552732,0.10328769025508182,0.27667534364322277,0.7169864074720653,0.2741219929559364,"reconstructed, resident currency",0.39123363835069336,0.07681546905168579,0.2005435968206064,0.2178955863552292,0.07681546905168579,0.37207346173619293,0.23626670831633198,15,-0.04081616659723808,0.06640175816199201,0.07793757334444518,0.16025907588768828,0.4015550931971881,0.35342389908798655
Australia,1933,0.25600001215934753,0.23730364679979554,0.3899843977429765,0.23749136946142135,0.5933163830278935,0.23501638672249858,"reconstructed, resident currency",0.05805879086256027,0.02768038958311081,0.0728878172980707,0.08130473841591157,0.02768038958311081,0.12980157802007097,0.07810716088283483,15,0.0,-0.10963583515681319,-0.07537849330416979,0.030170519994877854,-0.2991631581866777,-0.22132379017573367
Australia,1934,0.23200000822544098,-0.044237118509972695,0.015462585287510572,-0.04131352880570782,0.5002905825283235,-0.043230901748096406,"reconstructed, resident currency",0.0723716989159584,0.02591796964406967,0.1452372947673628,0.14530952156003552,0.02591796964406967,0.13881986585091965,0.019129630679289744,15,0.0,-0.01073693175487822,-0.011117751582977675,0.008767156750223437,-0.15455078222448704,0.43451126953246755
Australia,1935,0.08941071425108538,0.280111086717467,0.27049748976867527,0.27779758839242485,0.5122578566716348,0.27524199321564,"reconstructed, resident currency",0.011203915358723116,0.012554486724123404,0.006565077601875746,0.005591449939043924,0.012554486724123404,0.009113607135239565,0.01640368327285042,15,0.010638126754201949,0.03577566627089257,0.036682382196987495,-0.0020322077192309607,0.057426567442397713,0.001715846622480477
Australia,1936,0.16132652657845203,0.21952412435979562,0.2625100582212728,0.21894316012102677,0.504946822636257,0.21650527380078466,"reconstructed, resident currency",0.005207929753814344,-0.008000144175148938,0.022754498566165404,0.020675349758387362,-0.008000144175148938,-0.009682490401677124,-0.03923176214756391,14,0.031578950027700836,0.26405332931953507,0.2608955169987095,0.012372876775614161,0.25067096112109133,-0.04428986247185518
