country,year,domestic_equity_real,international_equity_real,international_equity_real_constant_real_fx,world_equity_real_resident_reconstructed,xrusd,world_equity_real,world_equity_source,bond_real,bill_real,world_bond_real,world_bond_real_fixed_notional,world_bill_real,world_bond_real_unhedged,world_bill_real_unhedged,world_bond_issuers,inflation,trend_real,trend_real_fixed_notional,trend_cash_us_real,trend_real_unhedged,gold_real
Australia,1927,0.10356371463310432,0.25095130594297466,0.2603055166080216,0.24953942949305108,0.41433834413409815,0.24704035063406504,"reconstructed, resident currency",0.03887701410364697,0.023143750333802116,0.046800986139553746,0.0487530021638547,0.023143750333802116,0.09652638004839664,0.07373270506150699,15,0.018518444444444393,0.2377913480130187,0.23904343657318394,0.06069651650102048,0.24383203512591622,-0.015361188083041988
Australia,1928,0.16639631263078547,0.30438729387880525,0.3262287186196468,0.3034687369282989,0.4151414263418,0.30086179945444225,"reconstructed, resident currency",0.03544721987935029,0.0327025006928654,0.06922758290952746,0.06841567159442441,0.0327025006928654,0.06422177108039762,0.028257146741606717,15,0.009090982479344145,0.2926919742607419,0.2905181578183833,0.05045226040342521,0.2830796815723866,-0.01834291958664447
Australia,1929,-0.05300000309944153,-0.021705562740813034,-0.07361659192902245,-0.021905165639723334,0.4365832221661474,-0.02386135530844391,"reconstructed, resident currency",-0.01681390590965748,0.04343852028250694,0.05776842222288048,0.061429468303398016,0.04343852028250694,0.10644538342227827,0.09105928946830695,15,0.0,0.19072831999091377,0.19925912073609942,0.03785806464463959,0.2455316004890511,0.04569120242725977
Australia,1930,-0.23388235709246474,0.0539013041323817,-0.18408603800885914,0.052312430460718096,0.5307128194828947,0.05020780559979676,"reconstructed, resident currency",0.0399930928559864,0.13550662501331634,0.1835251063347394,0.2039817682818872,0.13550662501331634,0.40818630365515873,0.3484891116750803,15,-0.08108108108108103,0.21107892259107208,0.25296651082093713,0.10740235214556271,0.525892432598642,0.36917799614589897
Australia,1931,0.22504091744654553,-0.30656006695804294,-0.2940522312160833,-0.303990159937249,0.5523449889357013,-0.30538217961737446,"reconstructed, resident currency",0.08032224730167936,0.08538051690210313,0.020762367140410465,0.022935949153351176,0.08538051690210313,-0.012665551354024474,0.04879560302389319,15,-0.039215764705882394,0.28409417288652583,0.2953773049476338,0.15094084355712933,0.34251746508523273,0.08638567421990562
Australia,1932,0.3011061618079296,0.2768613298089364,0.10338667320192818,0.2770697619146414,0.7169864074720653,0.27451562239081206,"reconstructed, resident currency",0.39123363835069336,0.07681546905168579,0.2054151070442385,0.22416912866026784,0.07681546905168579,0.38748055481833954,0.24563694030729694,15,-0.04081616659723808,0.06640175816199201,0.07793757334444518,0.16025907588768828,0.4015550931971881,0.35342389908798655
Australia,1933,0.25600001215934753,0.23738124601356025,0.38957950060680324,0.23756825192534015,0.5933163830278935,0.23509311542148947,"reconstructed, resident currency",0.05805879086256027,0.02768038958311081,0.06457357931796448,0.07313604727410561,0.02768038958311081,0.13736960443896162,0.09425727817910046,15,0.0,-0.10963583515681319,-0.07537849330416979,0.030170519994877854,-0.2991631581866777,-0.22132379017573367
Australia,1934,0.23200000822544098,-0.044671780943344896,0.015318390040380506,-0.041742137077108055,0.5002905825283235,-0.04365865280295389,"reconstructed, resident currency",0.0723716989159584,0.02591796964406967,0.14906464689219057,0.14757223558590726,0.02591796964406967,0.12777657496559902,0.005461275770467311,15,0.0,-0.01073693175487822,-0.011117751582977675,0.008767156750223437,-0.15455078222448704,0.43451126953246755
Australia,1935,0.08941071425108538,0.28054142944510874,0.27084976566926383,0.2782211834920596,0.5122578566716348,0.27566474112507544,"reconstructed, resident currency",0.011203915358723116,0.012554486724123404,0.005208091186702957,0.004238871210634709,0.012554486724123404,0.00859645782624674,0.01725319627472633,15,0.010638126754201949,0.03577566627089257,0.036682382196987495,-0.0020322077192309607,0.057426567442397713,0.001715846622480477
Australia,1936,0.16132652657845203,0.21929506283442413,0.26225919903708345,0.21871622282273173,0.504946822636257,0.2162787903770862,"reconstructed, resident currency",0.005207929753814344,-0.008000144175148938,0.02085203817307124,0.018680250047019342,-0.008000144175148938,-0.013607002545456437,-0.041221270101587645,14,0.031578950027700836,0.26405332931953507,0.2608955169987095,0.012372876775614161,0.25067096112109133,-0.04428986247185518
