country,year,international_equity_real,international_equity_real_constant_real_fx,world_equity_real_resident,resident_xrusd,markets,world_markets,weight_source
Australia,1872,0.18242018065848975,0.08990308340059591,0.183579712904141,0.36923880927016545,6,7,PIB proxy
Australia,1873,-0.009049959161012922,-0.016459441130279844,-0.0063456476594553335,0.3624047757834013,7,8,PIB proxy
Australia,1874,0.014458124138472694,0.07932207212691056,0.016666816665134254,0.37222345512135085,8,9,PIB proxy
Australia,1875,0.04241295029528325,0.12661352792022718,0.04328303958173829,0.3609256158331147,8,9,PIB proxy
Australia,1876,-0.006089381748627387,-0.006952772662970681,-0.003976506230826682,0.3720217079912038,8,9,PIB proxy
Australia,1877,0.048235948588498,0.07688752901684955,0.04886825104355208,0.39991067984815576,6,7,capitalisation
Australia,1878,0.08950785738093647,0.10395779441532217,0.08641213572460504,0.41257288115076557,8,9,PIB proxy
Australia,1879,0.3027562979734857,0.2858910464866754,0.29964725546787774,0.4150882566293221,8,9,PIB proxy
Australia,1880,0.21724675102449287,0.16413620002730814,0.21724675102449287,0.41252253898543567,7,7,capitalisation
Australia,1881,0.17704789016954559,0.15682490335609642,0.1752322953386014,0.415874878239073,8,9,PIB proxy
Australia,1882,-0.04373184330529789,-0.023586884032169433,-0.04122596144122548,0.4124365263221646,9,10,PIB proxy
Australia,1883,-0.10348709605490758,0.0002337994227135749,-0.09836557805809099,0.4131763213548113,9,10,PIB proxy
Australia,1884,0.027578468086704833,0.05773910610400963,0.027595825453892164,0.4137967507243865,7,8,capitalisation
Australia,1885,0.11362823887097395,0.13744775287650754,0.11361448688655051,0.41309466050859567,9,10,PIB proxy
Australia,1886,0.07349719439574698,0.09459484964089349,0.0724629270487902,0.4121250083411612,9,10,PIB proxy
Australia,1887,0.03961886965480188,0.0034167931120515143,0.04562652915189003,0.41447168205588253,10,11,PIB proxy
Australia,1888,0.10976306646276357,0.06158593650138682,0.11456425333766362,0.4129029645341571,10,11,PIB proxy
Australia,1889,0.0945172691464673,0.09472975798518521,0.09209773000320398,0.4117739386444417,10,11,PIB proxy
Australia,1890,-0.02034618052585002,-0.02505481772692547,-0.019526312916956057,0.4127704266670076,10,11,PIB proxy
