month,commodity_count,currency_count,bond_count,equity_count,commodity_weight,currency_weight,bond_weight,equity_weight,gold_count
1940-12,5,0,0,0,1.0,0.0,0.0,0.0,0
1941-01,5,0,0,0,1.0,0.0,0.0,0.0,0
1941-02,5,0,0,0,1.0,0.0,0.0,0.0,0
1941-03,5,0,0,0,1.0,0.0,0.0,0.0,0
1941-04,5,0,0,0,1.0,0.0,0.0,0.0,0
1941-05,5,0,0,0,1.0,0.0,0.0,0.0,0
1941-06,5,0,0,0,1.0,0.0,0.0,0.0,0
1941-07,5,0,0,0,1.0,0.0,0.0,0.0,0
1941-08,5,0,0,0,1.0,0.0,0.0,0.0,0
1941-09,5,0,0,0,1.0,0.0,0.0,0.0,0
1941-10,5,0,0,0,1.0,0.0,0.0,0.0,0
1941-11,5,0,0,0,1.0,0.0,0.0,0.0,0
1941-12,5,0,0,0,1.0,0.0,0.0,0.0,0
1942-01,5,0,0,0,1.0,0.0,0.0,0.0,0
1942-02,5,0,0,0,1.0,0.0,0.0,0.0,0
1942-03,5,0,0,0,1.0,0.0,0.0,0.0,0
1942-04,5,0,0,0,1.0,0.0,0.0,0.0,0
1942-05,5,0,0,0,1.0,0.0,0.0,0.0,0
1942-06,5,0,0,0,1.0,0.0,0.0,0.0,0
1942-07,5,0,0,0,1.0,0.0,0.0,0.0,0
1942-08,5,0,0,0,1.0,0.0,0.0,0.0,0
1942-09,5,0,0,0,1.0,0.0,0.0,0.0,0
1942-10,5,0,0,0,1.0,0.0,0.0,0.0,0
1942-11,5,0,0,0,1.0,0.0,0.0,0.0,0
1942-12,5,0,0,0,1.0,0.0,0.0,0.0,0
1943-01,5,0,0,0,1.0,0.0,0.0,0.0,0
1943-02,5,0,0,0,1.0,0.0,0.0,0.0,0
1943-03,5,0,0,0,1.0,0.0,0.0,0.0,0
1943-04,5,0,0,0,1.0,0.0,0.0,0.0,0
1943-05,5,0,0,0,1.0,0.0,0.0,0.0,0
1943-06,5,0,0,0,1.0,0.0,0.0,0.0,0
1943-07,5,0,0,0,1.0,0.0,0.0,0.0,0
1943-08,5,0,0,0,1.0,0.0,0.0,0.0,0
1943-09,5,0,0,0,1.0,0.0,0.0,0.0,0
1943-10,5,0,0,0,1.0,0.0,0.0,0.0,0
1943-11,4,0,0,0,1.0,0.0,0.0,0.0,0
1943-12,4,0,0,0,1.0,0.0,0.0,0.0,0
1944-01,4,0,0,0,1.0,0.0,0.0,0.0,0
1944-02,4,0,0,0,1.0,0.0,0.0,0.0,0
1944-03,4,0,0,0,1.0,0.0,0.0,0.0,0
1944-04,4,0,0,0,1.0,0.0,0.0,0.0,0
1944-05,3,0,0,0,1.0,0.0,0.0,0.0,0
1944-06,3,0,0,0,1.0,0.0,0.0,0.0,0
1944-07,3,0,0,0,1.0,0.0,0.0,0.0,0
1944-08,3,0,0,0,1.0,0.0,0.0,0.0,0
1944-09,3,0,0,0,1.0,0.0,0.0,0.0,0
1944-10,3,0,0,0,1.0,0.0,0.0,0.0,0
1944-11,3,0,0,0,1.0,0.0,0.0,0.0,0
1944-12,3,0,0,0,1.0,0.0,0.0,0.0,0
1945-01,3,0,0,0,1.0,0.0,0.0,0.0,0
1945-02,3,0,0,0,1.0,0.0,0.0,0.0,0
1945-03,4,0,0,0,1.0,0.0,0.0,0.0,0
1945-04,4,0,0,0,1.0,0.0,0.0,0.0,0
1945-05,4,0,0,0,1.0,0.0,0.0,0.0,0
1945-06,4,0,0,0,1.0,0.0,0.0,0.0,0
1945-07,4,0,0,0,1.0,0.0,0.0,0.0,0
1945-08,4,0,0,0,1.0,0.0,0.0,0.0,0
1945-09,4,0,0,0,1.0,0.0,0.0,0.0,0
1945-10,4,0,0,0,1.0,0.0,0.0,0.0,0
1945-11,4,0,0,0,1.0,0.0,0.0,0.0,0
1945-12,4,0,0,0,1.0,0.0,0.0,0.0,0
1946-01,4,0,0,0,1.0,0.0,0.0,0.0,0
1946-02,4,0,0,0,1.0,0.0,0.0,0.0,0
1946-03,4,0,0,0,1.0,0.0,0.0,0.0,0
1946-04,4,0,0,0,1.0,0.0,0.0,0.0,0
1946-05,4,0,0,0,1.0,0.0,0.0,0.0,0
1946-06,5,0,0,0,1.0,0.0,0.0,0.0,0
1946-07,5,0,0,0,1.0,0.0,0.0,0.0,0
1946-08,5,0,0,0,1.0,0.0,0.0,0.0,0
1946-09,5,0,0,0,1.0,0.0,0.0,0.0,0
1946-10,5,0,0,0,1.0,0.0,0.0,0.0,0
1946-11,5,0,0,0,1.0,0.0,0.0,0.0,0
1946-12,5,0,0,0,1.0,0.0,0.0,0.0,0
1947-01,5,0,0,0,1.0,0.0,0.0,0.0,0
1947-02,5,0,0,0,1.0,0.0,0.0,0.0,0
1947-03,5,0,0,0,1.0,0.0,0.0,0.0,0
1947-04,5,0,0,0,1.0,0.0,0.0,0.0,0
1947-05,5,0,0,0,1.0,0.0,0.0,0.0,0
1947-06,5,0,0,0,1.0,0.0,0.0,0.0,0
1947-07,5,0,0,0,1.0,0.0,0.0,0.0,0
1947-08,5,0,0,0,1.0,0.0,0.0,0.0,0
1947-09,5,0,0,0,1.0,0.0,0.0,0.0,0
1947-10,5,0,0,0,1.0,0.0,0.0,0.0,0
1947-11,5,0,0,0,1.0,0.0,0.0,0.0,0
1947-12,5,0,0,0,1.0,0.0,0.0,0.0,0
1948-01,5,0,0,0,1.0,0.0,0.0,0.0,0
1948-02,5,0,0,0,1.0,0.0,0.0,0.0,0
1948-03,5,0,0,0,1.0,0.0,0.0,0.0,0
1948-04,5,0,0,0,1.0,0.0,0.0,0.0,0
1948-05,5,0,0,0,1.0,0.0,0.0,0.0,0
1948-06,5,0,0,0,1.0,0.0,0.0,0.0,0
1948-07,5,0,0,0,1.0,0.0,0.0,0.0,0
1948-08,5,0,0,0,1.0,0.0,0.0,0.0,0
1948-09,5,0,0,0,1.0,0.0,0.0,0.0,0
1948-10,5,0,0,0,1.0,0.0,0.0,0.0,0
1948-11,5,0,0,0,1.0,0.0,0.0,0.0,0
1948-12,5,0,0,0,1.0,0.0,0.0,0.0,0
1949-01,5,0,0,0,1.0,0.0,0.0,0.0,0
1949-02,5,0,0,0,1.0,0.0,0.0,0.0,0
1949-03,5,0,0,0,1.0,0.0,0.0,0.0,0
1949-04,5,0,0,0,1.0,0.0,0.0,0.0,0
1949-05,5,0,0,0,1.0,0.0,0.0,0.0,0
1949-06,5,0,0,0,1.0,0.0,0.0,0.0,0
1949-07,5,0,0,0,1.0,0.0,0.0,0.0,0
1949-08,5,0,0,0,1.0,0.0,0.0,0.0,0
1949-09,5,0,0,0,1.0,0.0,0.0,0.0,0
1949-10,5,0,0,0,1.0,0.0,0.0,0.0,0
1949-11,5,0,0,0,1.0,0.0,0.0,0.0,0
1949-12,5,0,0,0,1.0,0.0,0.0,0.0,0
1950-01,5,0,0,0,1.0,0.0,0.0,0.0,0
1950-02,5,0,0,0,1.0,0.0,0.0,0.0,0
1950-03,5,0,0,0,1.0,0.0,0.0,0.0,0
1950-04,5,0,0,0,1.0,0.0,0.0,0.0,0
1950-05,5,0,0,0,1.0,0.0,0.0,0.0,0
1950-06,5,0,0,0,1.0,0.0,0.0,0.0,0
1950-07,5,0,0,0,1.0,0.0,0.0,0.0,0
1950-08,5,0,0,0,1.0,0.0,0.0,0.0,0
1950-09,5,0,0,0,1.0,0.0,0.0,0.0,0
1950-10,5,0,0,0,1.0,0.0,0.0,0.0,0
1950-11,5,0,0,0,1.0,0.0,0.0,0.0,0
1950-12,5,0,0,0,1.0,0.0,0.0,0.0,0
1951-01,5,0,0,0,1.0,0.0,0.0,0.0,0
1951-02,5,0,0,0,1.0,0.0,0.0,0.0,0
1951-03,5,0,0,0,1.0,0.0,0.0,0.0,0
1951-04,5,0,0,0,1.0,0.0,0.0,0.0,0
1951-05,5,0,0,0,1.0,0.0,0.0,0.0,0
1951-06,5,0,0,0,1.0,0.0,0.0,0.0,0
1951-07,5,0,0,0,1.0,0.0,0.0,0.0,0
1951-08,5,0,0,0,1.0,0.0,0.0,0.0,0
1951-09,5,0,0,0,1.0,0.0,0.0,0.0,0
1951-10,5,0,0,0,1.0,0.0,0.0,0.0,0
1951-11,5,0,0,0,1.0,0.0,0.0,0.0,0
1951-12,5,0,0,0,1.0,0.0,0.0,0.0,0
1952-01,4,0,0,0,1.0,0.0,0.0,0.0,0
1952-02,4,0,0,0,1.0,0.0,0.0,0.0,0
1952-03,4,0,0,0,1.0,0.0,0.0,0.0,0
1952-04,4,0,0,0,1.0,0.0,0.0,0.0,0
1952-05,4,0,0,0,1.0,0.0,0.0,0.0,0
1952-06,4,0,0,0,1.0,0.0,0.0,0.0,0
1952-07,4,0,0,0,1.0,0.0,0.0,0.0,0
1952-08,4,0,0,0,1.0,0.0,0.0,0.0,0
1952-09,4,0,0,0,1.0,0.0,0.0,0.0,0
1952-10,4,0,0,0,1.0,0.0,0.0,0.0,0
1952-11,4,0,0,0,1.0,0.0,0.0,0.0,0
1952-12,4,0,0,0,1.0,0.0,0.0,0.0,0
1953-01,4,0,0,0,1.0,0.0,0.0,0.0,0
1953-02,4,0,0,0,1.0,0.0,0.0,0.0,0
1953-03,4,0,0,0,1.0,0.0,0.0,0.0,0
1953-04,4,0,0,0,1.0,0.0,0.0,0.0,0
1953-05,4,0,0,0,1.0,0.0,0.0,0.0,0
1953-06,4,0,0,0,1.0,0.0,0.0,0.0,0
1953-07,4,0,0,0,1.0,0.0,0.0,0.0,0
1953-08,4,0,0,0,1.0,0.0,0.0,0.0,0
1953-09,4,0,0,0,1.0,0.0,0.0,0.0,0
1953-10,4,0,0,0,1.0,0.0,0.0,0.0,0
1953-11,4,0,0,0,1.0,0.0,0.0,0.0,0
1953-12,4,0,0,0,1.0,0.0,0.0,0.0,0
1954-01,4,0,0,0,1.0,0.0,0.0,0.0,0
1954-02,4,0,0,0,1.0,0.0,0.0,0.0,0
1954-03,4,0,0,0,1.0,0.0,0.0,0.0,0
1954-04,4,0,0,0,1.0,0.0,0.0,0.0,0
1954-05,4,0,0,0,1.0,0.0,0.0,0.0,0
1954-06,4,0,0,0,1.0,0.0,0.0,0.0,0
1954-07,4,0,0,0,1.0,0.0,0.0,0.0,0
1954-08,4,0,0,0,1.0,0.0,0.0,0.0,0
1954-09,4,0,0,0,1.0,0.0,0.0,0.0,0
1954-10,4,0,0,0,1.0,0.0,0.0,0.0,0
1954-11,4,0,0,0,1.0,0.0,0.0,0.0,0
1954-12,4,0,0,0,1.0,0.0,0.0,0.0,0
1955-01,4,0,0,0,1.0,0.0,0.0,0.0,0
1955-02,4,0,0,0,1.0,0.0,0.0,0.0,0
1955-03,4,0,0,0,1.0,0.0,0.0,0.0,0
1955-04,4,0,0,0,1.0,0.0,0.0,0.0,0
1955-05,4,0,0,0,1.0,0.0,0.0,0.0,0
1955-06,4,0,0,0,1.0,0.0,0.0,0.0,0
1955-07,4,0,0,0,1.0,0.0,0.0,0.0,0
1955-08,4,0,0,0,1.0,0.0,0.0,0.0,0
1955-09,4,0,0,0,1.0,0.0,0.0,0.0,0
1955-10,4,0,0,0,1.0,0.0,0.0,0.0,0
1955-11,4,0,0,0,1.0,0.0,0.0,0.0,0
1955-12,4,0,0,0,1.0,0.0,0.0,0.0,0
1956-01,4,0,0,0,1.0,0.0,0.0,0.0,0
1956-02,4,0,0,0,1.0,0.0,0.0,0.0,0
1956-03,4,0,0,0,1.0,0.0,0.0,0.0,0
1956-04,4,0,0,0,1.0,0.0,0.0,0.0,0
1956-05,4,0,0,0,1.0,0.0,0.0,0.0,0
1956-06,4,0,0,0,1.0,0.0,0.0,0.0,0
1956-07,4,0,0,0,1.0,0.0,0.0,0.0,0
1956-08,3,0,0,0,1.0,0.0,0.0,0.0,0
1956-09,3,0,0,0,1.0,0.0,0.0,0.0,0
1956-10,3,0,0,0,1.0,0.0,0.0,0.0,0
1956-11,3,0,0,0,1.0,0.0,0.0,0.0,0
1956-12,3,0,0,0,1.0,0.0,0.0,0.0,0
1957-01,3,0,0,0,1.0,0.0,0.0,0.0,0
1957-02,3,0,0,0,1.0,0.0,0.0,0.0,0
1957-03,3,0,0,0,1.0,0.0,0.0,0.0,0
1957-04,3,0,0,0,1.0,0.0,0.0,0.0,0
1957-05,3,0,0,0,1.0,0.0,0.0,0.0,0
1957-06,3,0,0,0,1.0,0.0,0.0,0.0,0
1957-07,3,0,0,0,1.0,0.0,0.0,0.0,0
1957-08,3,0,0,0,1.0,0.0,0.0,0.0,0
1957-09,3,0,0,0,1.0,0.0,0.0,0.0,0
1957-10,3,0,0,0,1.0,0.0,0.0,0.0,0
1957-11,3,0,0,0,1.0,0.0,0.0,0.0,0
1957-12,3,0,0,0,1.0,0.0,0.0,0.0,0
1958-01,3,0,0,0,1.0,0.0,0.0,0.0,0
1958-02,3,0,0,0,1.0,0.0,0.0,0.0,0
1958-03,3,0,0,0,1.0,0.0,0.0,0.0,0
1958-04,3,0,0,0,1.0,0.0,0.0,0.0,0
1958-05,2,0,0,0,1.0,0.0,0.0,0.0,0
1958-06,2,0,0,0,1.0,0.0,0.0,0.0,0
1958-07,2,0,0,0,1.0,0.0,0.0,0.0,0
1958-08,2,0,0,0,1.0,0.0,0.0,0.0,0
1958-09,2,0,0,0,1.0,0.0,0.0,0.0,0
1958-10,2,0,0,0,1.0,0.0,0.0,0.0,0
1958-11,2,0,0,0,1.0,0.0,0.0,0.0,0
1958-12,2,0,0,0,1.0,0.0,0.0,0.0,0
1959-01,2,0,0,0,1.0,0.0,0.0,0.0,0
1959-02,2,0,0,0,1.0,0.0,0.0,0.0,0
1959-03,2,0,0,0,1.0,0.0,0.0,0.0,0
1959-04,2,0,0,0,1.0,0.0,0.0,0.0,0
1959-05,2,0,0,0,1.0,0.0,0.0,0.0,0
1959-06,2,0,0,0,1.0,0.0,0.0,0.0,0
1959-07,2,0,0,0,1.0,0.0,0.0,0.0,0
1959-08,2,0,0,0,1.0,0.0,0.0,0.0,0
1959-09,2,0,0,0,1.0,0.0,0.0,0.0,0
1959-10,2,0,0,0,1.0,0.0,0.0,0.0,0
1959-11,2,0,0,0,1.0,0.0,0.0,0.0,0
1959-12,2,0,0,0,1.0,0.0,0.0,0.0,0
1960-02,2,0,0,0,1.0,0.0,0.0,0.0,0
1961-03,3,0,0,0,1.0,0.0,0.0,0.0,1
1961-04,3,0,0,0,1.0,0.0,0.0,0.0,1
1961-05,3,0,0,0,1.0,0.0,0.0,0.0,1
1961-06,3,0,0,0,1.0,0.0,0.0,0.0,1
1961-07,3,0,0,0,1.0,0.0,0.0,0.0,1
1961-08,3,0,0,0,1.0,0.0,0.0,0.0,1
1961-09,3,0,0,0,1.0,0.0,0.0,0.0,1
1961-10,3,0,0,0,1.0,0.0,0.0,0.0,1
1961-11,3,0,0,0,1.0,0.0,0.0,0.0,1
1961-12,3,0,0,0,1.0,0.0,0.0,0.0,1
1962-01,3,0,0,0,1.0,0.0,0.0,0.0,1
1962-02,18,0,0,0,1.0,0.0,0.0,0.0,1
1962-03,19,0,0,0,1.0,0.0,0.0,0.0,1
1962-04,19,0,0,0,1.0,0.0,0.0,0.0,1
1962-05,19,0,0,0,1.0,0.0,0.0,0.0,1
1962-06,19,0,0,0,1.0,0.0,0.0,0.0,1
1962-07,19,0,0,0,1.0,0.0,0.0,0.0,1
