mode,month,raw_return,cash_collateral_return,gross_return,net_return,portfolio_vol_scalar,gross_exposure,turnover,transaction_cost,management_fee,ex_ante_raw_vol
Baseline,1929-07,-0.0025337598236121655,0.00324129807381,-0.0015153480263760954,-0.003105623225237972,1.8712421596123578,4.501476992434102,2.948955068415777,0.000884686520524733,0.0007055886783371434,0.05344043767200915
Baseline,1929-08,0.02272220597520996,0.00324129807381,0.04601746262279249,0.045137926325107755,1.876488675911882,4.554354360476872,0.5798253978253092,0.00017394761934759275,0.0007055886783371434,0.0532910223672972
Baseline,1929-09,0.007463564531579779,0.00324129807381,0.017137855065039176,0.015568841006125739,1.8559040489207275,2.03603711182045,2.878084601920976,0.0008634253805762927,0.0007055886783371434,0.05388209592955707
Baseline,1929-10,-0.04281169801196364,0.00324129807381,-0.07654746044347716,-0.07804750056072125,1.8576926077363494,4.278687421185991,2.6481714630231976,0.0007944514389069592,0.0007055886783371434,0.05383021904891618
Baseline,1929-11,-0.03498455870591156,0.00324129807381,-0.055027730516985174,-0.05726392282004807,1.6601830535080873,1.5574428893112187,5.102012082419195,0.0015306036247257585,0.0007055886783371434,0.06023432162416834
Baseline,1929-12,-0.001256204724611579,0.00324129807381,0.0013015292373392828,0.0004036026589228276,1.5391613667672603,1.354843280796134,0.6411263335977062,0.00019233790007931186,0.0007055886783371434,0.06497044569799237
Baseline,1930-01,-0.006666860243193071,0.00333288720634,-0.006979604065355249,-0.007832968285933706,1.5416904957636117,1.3742778419300803,0.49258514080438104,0.0001477755422413143,0.0007055886783371434,0.06486386228285672
Baseline,1930-02,-0.005472787961548592,0.00333288720634,-0.00508538993992691,-0.0058765647812698465,1.5330967027712001,1.3977443757517511,0.28528721001930973,8.558616300579291e-05,0.0007055886783371434,0.0652274574847377
Baseline,1930-03,0.010790432206581333,0.00333288720634,0.019882273604267198,0.01901578621552506,1.5286146158133391,1.3267316820255755,0.5363290346833132,0.00016089871040499395,0.0007055886783371434,0.06541871245081116
Baseline,1930-04,-0.01067346413201965,0.00333288720634,-0.013075350591001622,-0.014517097162634695,1.5321860315202842,3.6439671217490033,2.453859644319765,0.0007361578932959295,0.0007055886783371434,0.06526622612580327
Baseline,1930-05,0.024556115004221064,0.00333288720634,0.0408028392978923,0.040053311487688856,1.5208221577370813,3.5040450772649594,0.1464637728876712,4.393913186630136e-05,0.0007055886783371434,0.06575390783942532
Baseline,1930-06,0.011737059511576609,0.00333288720634,0.02102958030953994,0.019647674116759342,1.5027535583393026,1.3073863712375018,2.254391714811521,0.0006763175144434563,0.0007055886783371434,0.06654451053871421
Baseline,1930-07,0.005662727628586282,0.00333288720634,0.01186542711041838,0.010463568611070827,1.501784464052917,3.62100561093225,2.320899403368032,0.0006962698210104096,0.0007055886783371434,0.06658745139107818
Baseline,1930-08,-0.005803732191696838,0.00333288720634,-0.005424282453619145,-0.006162212352668246,1.5038736567534425,3.709531090338743,0.10780406903985976,3.234122071195793e-05,0.0007055886783371434,0.06649494759811118
Baseline,1930-09,0.007830476010836697,0.00333288720634,0.015110783232995972,0.013725078215431053,1.4991134647900075,1.445195282453192,2.2670544640925856,0.0006801163392277757,0.0007055886783371434,0.06670609153257641
Baseline,1930-10,0.012172109235562176,0.00333288720634,0.021649789191310775,0.02086252608229241,1.4998268791515963,1.5223124361530103,0.27224810227074536,8.167443068122361e-05,0.0007055886783371434,0.06667436181472276
Baseline,1930-11,0.00691071252269495,0.00333288720634,0.013772313174090778,0.012386414939913822,1.5055970106846155,3.54676177935108,2.2676985194660393,0.0006803095558398118,0.0007055886783371434,0.06641883537914879
Baseline,1930-12,-0.007007187676443773,0.00333288720634,-0.007290881274566119,-0.008068319616058589,1.5110881520580977,3.5019598101836498,0.2394988771844201,7.184966315532603e-05,0.0007055886783371434,0.06617747605511981
Baseline,1931-01,0.005889773527589964,0.00330205066514,0.012195083965322207,0.011466214501648081,1.5049415157539234,3.5556386789304346,0.07760261778993677,2.328078533698103e-05,0.0007055886783371434,0.06644776488201502
Baseline,1931-02,0.005567529781722134,0.00330205066514,0.011725932849913745,0.009745412078973701,1.508057967538031,1.3702199133989053,4.249773642009669,0.0012749320926029007,0.0007055886783371434,0.06631044837305178
Baseline,1931-03,0.00580271011828597,0.00330205066514,0.012111865410181277,0.010120466218655092,1.5132274150214773,3.4435106638071558,4.286035043963472,0.0012858105131890415,0.0007055886783371434,0.06608392037265641
Baseline,1931-04,0.005089507323485801,0.00330205066514,0.011040594938689807,0.009072772121060967,1.5154856487790127,1.4361618716517883,4.207447130972322,0.0012622341392916965,0.0007055886783371434,0.06598544834823569
Baseline,1931-05,0.0012582937167890254,0.00330205066514,0.00521795061604724,0.00443210268698514,1.5176062218675677,1.44054248314877,0.26753083574985403,8.025925072495621e-05,0.0007055886783371434,0.06589324592840685
Baseline,1931-06,0.005740845310428973,0.00330205066514,0.012038315972309421,0.01060926191327253,1.5167648993055196,1.4491557989948909,2.411551268999156,0.0007234653806997468,0.0007055886783371434,0.06592979574210014
Baseline,1931-07,-0.018415376017290243,0.00330205066514,-0.025399134837970183,-0.026163232830081398,1.5534151799070919,1.5800714980456503,0.19503104591356743,5.850931377407023e-05,0.0007055886783371434,0.06437429046237395
Baseline,1931-08,0.007961373731132822,0.00330205066514,0.015529038032991327,0.014067907488796182,1.5307340826220974,3.709497804130436,2.5184728861933423,0.0007555418658580027,0.0007055886783371434,0.06532813317170234
Baseline,1931-09,0.003108059690882024,0.00330205066514,0.008082245207166716,0.006650302220979154,1.5329377556463277,1.408959602238357,2.421181026168064,0.0007263543078504192,0.0007055886783371434,0.0652342207840248
Baseline,1931-10,0.03530365337290727,0.00330205066514,0.057613464159274264,0.05618423286420979,1.5333445556153829,1.588121239432144,2.412142055757763,0.000723642616727329,0.0007055886783371434,0.06521691398960662
Baseline,1931-11,-0.008185105924465199,0.00330205066514,-0.008955210333352559,-0.010297947109253677,1.4925793535308283,3.4977406064780525,2.1238269918799193,0.0006371480975639757,0.0007055886783371434,0.06699811287315557
Baseline,1931-12,0.06611408471966619,0.00330205066514,0.10402393282519329,0.10326150726333795,1.5184417728569228,3.6822198411723197,0.1894562783939691,5.683688351819074e-05,0.0007055886783371434,0.06585698693724137
Baseline,1932-01,0.04485606159663995,0.00339363567001,0.06345222797153172,0.06239872403452332,1.3343896572962808,2.6586769075264365,1.1597175289041932,0.000347915258671258,0.0007055886783371434,0.07494062881348948
Baseline,1932-02,-0.008126926600130934,0.00339363567001,-0.007198769839897756,-0.008110271787266813,1.2989634140663093,2.658927976979694,0.6863775634397116,0.00020591326903191348,0.0007055886783371434,0.07698446231596114
Baseline,1932-03,-0.020191141957871018,0.00339363567001,-0.023290761273284666,-0.024091435799748893,1.3171194653558265,2.417669628978378,0.3169528270902787,9.508584812708362e-05,0.0007055886783371434,0.07592325725213127
Baseline,1932-04,0.02222018338890564,0.00339363567001,0.0354195542221285,0.03419423071139008,1.436423871098625,1.3533496275563068,1.7324494413375953,0.0005197348324012787,0.0007055886783371434,0.06961733372163793
Baseline,1932-05,0.02202694592680908,0.00339363567001,0.035523492118681554,0.0347517715926146,1.4537280069870893,1.229127887572364,0.22043949243271715,6.613184772981515e-05,0.0007055886783371434,0.06878865889586464
Baseline,1932-06,0.014600671377412895,0.00339363567001,0.02455498741235629,0.023800650612444775,1.4444391059222799,1.2928530359082109,0.16249373858123806,4.8748121574371414e-05,0.0007055886783371434,0.06923102510171214
Baseline,1932-07,-0.039212662296130914,0.00339363567001,-0.0532842209948412,-0.054412190674242654,1.440508241443857,2.622180479149018,1.4079366702143594,0.00042238100106430776,0.0007055886783371434,0.06941994299162602
Baseline,1932-08,-0.044168055684615765,0.00339363567001,-0.05658682292346606,-0.05779556381100684,1.3534124218855157,1.138890164446782,1.6771740306787808,0.0005031522092036342,0.0007055886783371434,0.07388730765503418
Baseline,1932-09,-0.0069149469434354365,0.00339363567001,-0.005493509210018566,-0.006572285400825597,1.2808611874515623,0.8786588469336769,1.2439583748996275,0.0003731875124698882,0.0007055886783371434,0.07807247262988962
Baseline,1932-10,0.004967661871847669,0.00339363567001,0.009769150904303636,0.008951211384878496,1.2790629473698094,0.8364054707939709,0.374502803626653,0.00011235084108799592,0.0007055886783371434,0.07818223505389957
Baseline,1932-11,-0.0035113232522505596,0.00339363567001,-0.0013958585963553816,-0.0021549458475788037,1.3594007437608677,0.8644372682363837,0.17832857628759555,5.349857288627866e-05,0.0007055886783371434,0.07356182528144255
Baseline,1932-12,0.009204177480511883,0.00339363567001,0.016561965103151444,0.015730319749678954,1.4258516952822333,0.9821920751158342,0.42018891711781625,0.00012605667513534486,0.0007055886783371434,0.07013352113047493
Baseline,1933-01,-0.004710085285942607,0.00284576790947,-0.0038901449604121785,-0.004686152390470315,1.4260460294698407,1.0038209510126561,0.30139583906997497,9.04187517209925e-05,0.0007055886783371434,0.07012396369644315
Baseline,1933-02,-0.0028839817893063224,0.00284576790947,-0.001284277554073232,-0.0024586441751387467,1.4279998853657563,1.9633354337643594,1.5625931424279043,0.0004687779427283713,0.0007055886783371434,0.07002801682605655
Baseline,1933-03,-0.032644963988904645,0.00284576790947,-0.043976623590400665,-0.04479510056635203,1.4302213341932792,2.0468865336552295,0.3762943253807553,0.00011288829761422658,0.0007055886783371434,0.06991924788788395
Baseline,1933-04,-0.040946030071515156,0.00284576790947,-0.05340847247103042,-0.054518914821831244,1.3699645129643714,1.054678105768621,1.3495122415455867,0.000404853672463676,0.0007055886783371434,0.0729945915048682
Baseline,1933-05,-0.03039521228791106,0.00284576790947,-0.03676354320414654,-0.03793535956495691,1.2994451788855277,0.7778317192517558,1.5540922749107509,0.0004662276824732253,0.0007055886783371434,0.07695592059202162
Baseline,1933-06,0.020219979943651357,0.00284576790947,0.02882266983266346,0.027960361276370322,1.2810688999565327,0.9879654360077856,0.5223995931866506,0.0001567198779559952,0.0007055886783371434,0.07805981395957161
Baseline,1933-07,0.0420961511615,0.00284576790947,0.05654415228145715,0.055136424965132616,1.2719928875260313,2.2168039657836593,2.34046212662464,0.000702138637987392,0.0007055886783371434,0.07861679179236253
Baseline,1933-08,-0.00937140980690262,0.00284576790947,-0.008604070315875956,-0.009339146304075575,1.218316917155058,2.191304363926311,0.09829103287491739,2.9487309862475218e-05,0.0007055886783371434,0.08208044934114034
Baseline,1933-09,-0.004606667620568732,0.00284576790947,-0.0027727552462702976,-0.0034816455293222555,1.2161892231450662,2.1951414635588185,0.011005349049381372,3.3016047148144114e-06,0.0007055886783371434,0.08222404712763359
Baseline,1933-10,-0.008533299409328125,0.00284576790947,-0.007560412407847439,-0.008643583170184429,1.2160185972361066,0.9388031055899372,1.2586069466661542,0.00037758208399984625,0.0007055886783371434,0.08223558441235224
Baseline,1933-11,-0.026704605493386838,0.00284576790947,-0.029735174834683686,-0.030827893248300688,1.2165874555041276,1.8879268740155872,1.2904324509328633,0.00038712973527985897,0.0007055886783371434,0.08219713227156543
Baseline,1933-12,-0.003252519122331065,0.00284576790947,-0.0010531385072006794,-0.002114333895600471,1.1953327168776533,0.7140926237501032,1.1853557002088266,0.000355606710062648,0.0007055886783371434,0.08365871576008688
Baseline,1934-01,0.0026543432572409603,0.00253053476111,0.005714512823750573,0.004383301614269397,1.1965073561181145,1.7948913171714929,2.085408437146775,0.0006256225311440325,0.0007055886783371434,0.08357658604326072
Baseline,1934-02,-0.019231691640239204,0.00253053476111,-0.020553443945696026,-0.02132797681817917,1.1972795620159333,1.6734645946004745,0.22981398048666846,6.894419414600054e-05,0.0007055886783371434,0.0835226818969697
Baseline,1934-03,-0.006307275371361072,0.00253053476111,-0.004979477467902393,-0.006004959314994247,1.1876849210985805,0.6928204238760967,1.0663105625157006,0.0003198931687547102,0.0007055886783371434,0.08419741483920025
Baseline,1934-04,-0.0035904228573206917,0.00253053476111,-0.0017456433945699512,-0.002528560226743791,1.1879894434600082,0.7100688991173588,0.25776051278898715,7.732815383669615e-05,0.0007055886783371434,0.08417583215954423
Baseline,1934-05,0.0024194148508944373,0.00253053476111,0.005414141245607018,0.004397446782022274,1.1888526830600916,0.6401796919117957,1.0370192841586692,0.00031110578524760077,0.0007055886783371434,0.08411471112013752
Baseline,1934-06,0.002203830275123282,0.00253053476111,0.005156762641698398,0.0040944677557200986,1.1886572773301458,1.6870502355640538,1.1890206921371855,0.00035670620764115566,0.0007055886783371434,0.0841285389045116
Baseline,1934-07,0.0015561832883213321,0.00253053476111,0.0043866031886277135,0.0036065295057988453,1.1896949744077343,1.7960808850543486,0.2482833483057489,7.448500449172468e-05,0.0007055886783371434,0.08405515880218205
Baseline,1934-08,-0.0006605401976957129,0.00253053476111,0.001736882481603752,0.0009514070723383665,1.1984872184836801,1.6571549107660464,0.2662891030941402,7.988673092824207e-05,0.0007055886783371434,0.08343852020926806
Baseline,1934-09,-0.011995812553583052,0.00253053476111,-0.011909558175344448,-0.012703224545986864,1.2007226647007392,1.728342497231017,0.29359230768423994,8.807769230527198e-05,0.0007055886783371434,0.08328317848895056
Baseline,1934-10,-0.002798954125372778,0.00253053476111,-0.0008302567056552856,-0.0018378819452417293,1.1977003494295,0.8160926264248434,1.0067885374976675,0.00030203656124930023,0.0007055886783371434,0.08349333791848099
Baseline,1934-11,-0.0005797830995818432,0.00253053476111,0.0018095553137125187,0.0005193460185850733,1.240394191512949,1.901805032924168,1.9487353893010064,0.0005846206167903019,0.0007055886783371434,0.08061953263262767
Baseline,1934-12,0.0061245404569980014,0.00253053476111,0.010153212274130574,0.008489969475731572,1.2414705732456757,1.7146900309257826,3.1921804002061935,0.000957654120061858,0.0007055886783371434,0.0805496337610017
Baseline,1935-01,0.002022970934946907,0.00228941193359,0.0051915867988727715,0.004167116462194111,1.4313333514714115,0.9158209300418184,1.062938861138389,0.0003188816583415167,0.0007055886783371434,0.06986492692090207
Baseline,1935-02,0.00393843944651646,0.00228941193359,0.008481490398582814,0.007648670095783643,1.5686250129339046,1.1547156307946942,0.4241054148734263,0.00012723162446202788,0.0007055886783371434,0.06375009908388704
Baseline,1935-03,0.0015379192152032602,0.00228941193359,0.00470070883330953,0.003458195856209924,1.56431432402882,2.6002840363010553,1.7897476625415432,0.0005369242987624629,0.0007055886783371434,0.06392577147951607
Baseline,1935-04,-0.00861074200432686,0.00228941193359,-0.011335871333214564,-0.012117924908259935,1.5787443900180276,2.8050299315909872,0.2548829890274233,7.646489670822698e-05,0.0007055886783371434,0.06334147606938328
Baseline,1935-05,-0.004003455841656972,0.00228941193359,-0.004242351265358657,-0.0049886848929206916,1.6278045062850461,2.8037457504496066,0.13581649741630294,4.0744949224890884e-05,0.0007055886783371434,0.06143243836338719
Baseline,1935-06,-0.001807955616911191,0.00228941193359,-0.0007651576271721083,-0.0016256182238984607,1.685656626702103,2.9420722920939166,0.5162397279640295,0.00015487191838920884,0.0007055886783371434,0.05932406304814561
Baseline,1935-07,0.005540964758825272,0.00228941193359,0.011839651393940498,0.011043368244960244,1.719632841074915,2.9685038534668213,0.30231490214370166,9.069447064311049e-05,0.0007055886783371434,0.05815194825977597
Baseline,1935-08,-0.0015575696144495784,0.00228941193359,-0.000545658552770445,-0.0017864431748435,1.8160309765491325,1.302566744139892,1.7839864791197049,0.0005351959437359115,0.0007055886783371434,0.05506514001761276
Baseline,1935-09,-0.011721961577034205,0.00228941193359,-0.021265384410664057,-0.02262903152715647,2.0048686165907816,3.2169822984622525,2.1935281271842273,0.0006580584381552681,0.0007055886783371434,0.049878580158557714
Baseline,1935-10,0.0014118314553093565,0.00228941193359,0.005115945320825599,0.0038380572649301826,1.9974601490388284,1.358562549003762,1.9076645918609083,0.0005722993775582725,0.0007055886783371434,0.05006357701209693
Baseline,1935-11,0.016892798751347245,0.00228941193359,0.03622535451603692,0.034932547871527275,2.004311256807913,1.5115264850666852,1.9573932205750084,0.0005872179661725025,0.0007055886783371434,0.04989245041673869
Baseline,1935-12,0.00802383186561846,0.00228941193359,0.017961963087585797,0.016642611327325453,1.948788614818678,1.6488935273187804,2.0458769397440038,0.0006137630819232012,0.0007055886783371434,0.05131392868348851
Baseline,1936-01,0.010365970583888957,0.00188652453138,0.0221629583072398,0.02142272195330774,1.9523742277469933,1.5484975238398837,0.11549225198305764,3.464767559491729e-05,0.0007055886783371434,0.05121968861236112
Baseline,1936-02,0.009155315086674888,0.00188652453138,0.01958820438966402,0.01884746785632799,1.9298459877045697,1.541921954098703,0.1171595166629516,3.514785499888548e-05,0.0007055886783371434,0.05181760650182438
Baseline,1936-03,0.0015479111598429218,0.00188652453138,0.004852650709353368,0.004133702545028961,1.9126039797832814,1.5026484222859637,0.04453161995754383,1.3359485987263148e-05,0.0007055886783371434,0.05228473905577206
Baseline,1936-04,0.0001494811274780069,0.00188652453138,0.0021910449425290857,0.0008683162679973418,2.033347037120564,3.4618895049765177,2.057133320648668,0.0006171399961946004,0.0007055886783371434,0.049179996416947425
Baseline,1936-05,-0.004092141058940129,0.00188652453138,-0.007584416900248692,-0.00841573885951712,2.3100640411706306,3.6463400370506722,0.4191109364376164,0.0001257332809312849,0.0007055886783371434,0.04328884317394282
Baseline,1936-06,0.00319815931572122,0.00188652453138,0.00998537815543643,0.00912108608280813,2.527580057573699,3.4007752209038418,0.5290113143038531,0.0001587033942911559,0.0007055886783371434,0.03956353417980084
Baseline,1936-07,-0.005444337971180307,0.00188652453138,-0.012544974975435497,-0.013355014355849964,2.645744160236193,3.748944227828257,0.34816900692441527,0.00010445070207732459,0.0007055886783371434,0.03779654945589022
Baseline,1936-08,0.01542650984481719,0.00188652453138,0.04825336153359894,0.047212425514226414,3.0,4.213035238990987,1.1178244701179358,0.00033534734103538076,0.0007055886783371434,0.028317292642320115
Baseline,1936-09,0.004238657818637651,0.00188652453138,0.014626486983157827,0.013694527156551922,3.0,4.80951944021165,0.7545704942292054,0.00022637114826876164,0.0007055886783371434,0.029563576708439836
Baseline,1936-10,0.01444330333899591,0.00188652453138,0.04529817748655729,0.04457954315299031,3.0,4.799785577778964,0.04348551743279892,1.3045655229839676e-05,0.0007055886783371434,0.02962131510493454
Baseline,1936-11,0.026119497054669854,0.00188652453138,0.08039284091121246,0.07954543162799613,3.0,4.4538548063898205,0.4727353495973162,0.00014182060487919488,0.0007055886783371434,0.030476085077620726
Baseline,1936-12,0.014217428316203259,0.00188652453138,0.04461927406186472,0.043373397260027494,3.0,2.8546828876531665,1.8009604116669458,0.0005402881235000837,0.0007055886783371434,0.029851700777335597
Baseline,1937-01,0.033352613988080135,0.0015963231419,0.10181388975479644,0.10030107566183298,3.0,5.01975486406568,2.690751382087728,0.0008072254146263184,0.0007055886783371434,0.030596603409291573
Baseline,1937-02,0.014039167061264604,0.0015963231419,0.04113565964503696,0.040180218428747916,2.8118704883579646,4.496432174740436,0.8328417931729923,0.0002498525379518977,0.0007055886783371434,0.03556351560786022
Baseline,1937-03,0.003456249007868475,0.0015963231419,0.01189138132070311,0.010710846706866874,2.9739321756996797,5.789974201110016,1.5831531183303094,0.0004749459354990928,0.0007055886783371434,0.03362551466947054
Baseline,1937-04,-0.0493836574992852,0.0015963231419,-0.14679114618184885,-0.14765291022584237,3.0,5.605378745555674,0.5205845521879219,0.00015617536565637656,0.0007055886783371434,0.03309324377240335
Baseline,1937-05,-0.01675478581645163,0.0015963231419,-0.0356227985162918,-0.037587225008036504,2.2178619895490974,1.7592261268380591,4.196126044691878,0.0012588378134075634,0.0007055886783371434,0.04508846829568981
Baseline,1937-06,-0.007209294685671911,0.0015963231419,-0.01394121125539416,-0.015892249000467342,2.1517737418585017,3.2749115202668526,4.151496889120132,0.0012454490667360397,0.0007055886783371434,0.046473287620672106
